isim;adres;latitude;longitude;google_maps_link
Gloria Jean's Forum PlazaŞubesi;"Kocatepe; Kemal Paşa Sk. No:7; 34034 Bayrampaşa/İstanbul; Türkiye";'41.046861;'28.8957135;"https://www.google.com/maps?q=41.046861;28.8957135"
Gloria Jeans Nova Plaza Başakşehir 1. Etap;"Başakşehir; Nova Residance No:15L; Süleyman Celebi Cd; 34480 Başakşehir/İstanbul; Türkiye";'41.1002253;'28.7880706;"https://www.google.com/maps?q=41.1002253;28.7880706"
Gloria Jeans Shopping Center;"Fatih; İyaş Market; Ertokuş Cd. No:2/1; 32100 Merkez/Isparta; Türkiye";'37.7828102;'30.5453533;"https://www.google.com/maps?q=37.7828102;30.5453533"
Gloria Jeans Torium;"Turgut Özal Mahallesi E-5 Üzeri; Haramidere Yolu; 34903; 34325 Esenyurt/İstanbul; Türkiye";'41.0037325;'28.6872481;"https://www.google.com/maps?q=41.0037325;28.6872481"
Gloria Jean's-şaşkınbakkal;"Suadiye; Bagdat Cad. No:423; 34740 Kadiköy/İstanbul; Türkiye";'40.961765;'29.077871;"https://www.google.com/maps?q=40.961765;29.077871"
Good For You;"Kirtepe; Tersane Cd. no:2; 74100 merkez/Bartin; Türkiye";'41.637565;'32.3345771;"https://www.google.com/maps?q=41.637565;32.3345771"
Good For You;"Hüsrev Paşa; Hüsrevpaşa mahallesi ahmet eren bulvari A blok no :150/5; 13000 Bitlis Merkez/Bitlis; Türkiye";'38.4329389;'42.13422910000000;"https://www.google.com/maps?q=38.4329389;42.13422910000001"
Good For You;"Girne; Girne Blv. No:38/B; 09100 Efeler/Aydin; Türkiye";'37.8525921;'27.8261357;"https://www.google.com/maps?q=37.8525921;27.8261357"
Good For You;"Yenişehir; üstat sokak 21/e; 58000 Merkez/Sivas; Türkiye";'39.7152955;'37.0419621;"https://www.google.com/maps?q=39.7152955;37.0419621"
Good for You 30.Caddenin kahvecisi;"Firat mah.Nazim Hikmet Caddesi AŞKAR yapi alti Cblok No:15CB; 21070 Kayapinar/Diyarbakir; Türkiye";'37.9280671;'40.1525466;"https://www.google.com/maps?q=37.9280671;40.1525466"
Good for You Coffee Shop Experience;"Kültür; Atatürk Blv.; 49120 Muş Merkez/Muş; Türkiye";'38.740619;'41.4962161;"https://www.google.com/maps?q=38.740619;41.4962161"
GOOD for YOU Coffee Shop Experience;"Bahçelievler; 100. Yil Teknik Lisesi Cd. No:158A D:158B; 10050 Altieylül/Balikesir; Türkiye";'39.6185409;'27.9016478;"https://www.google.com/maps?q=39.6185409;27.9016478"
Good For You Elysium Park;"Cumhuriyet; Malatya Cd. No:10/2; 23000 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6706466;'39.1867076;"https://www.google.com/maps?q=38.6706466;39.1867076"
GOOD FOR YOU KARS;"Şehitler; battal bey çig kofte yani; Ahmet Arslan caddesi No:2; 36000 Kars Merkez/Kars; Türkiye";'40.5887964;'43.0818131;"https://www.google.com/maps?q=40.5887964;43.0818131"
Good for you Tunceli;"Atatürk; 15 Temmuz Şehitler Bulvari D:no2; 62000 Tunceli Merkez/Tunceli; Türkiye";'39.0780007;'39.5351968;"https://www.google.com/maps?q=39.0780007;39.5351968"
goodforyou.tunceli;"Atatürk; stadyum karşisi; 62000 Tunceli Merkez/Tunceli; Türkiye";'39.10617;'39.548259;"https://www.google.com/maps?q=39.10617;39.548259"
Gönül Kahvesi;"cami kebir mh. 659. bulvar no:4c düzce; 81020; Türkiye";'40.8396884;'31.1541356;"https://www.google.com/maps?q=40.8396884;31.1541356"
Gönül Kahvesi;"Kernek; Şht. Hamit Fendoglu Cd. No:32; 44300 Malatya Merkez/Malatya; Türkiye";'38.3447261;'38.3238923;"https://www.google.com/maps?q=38.3447261;38.3238923"
GönüL Kahvesi;"Huzurevleri Mh. Diclekent Blv. 252. Sk; No:2; 21070 Kayapinar/Diyarbakir; Türkiye";'37.9439418;'40.1836826;"https://www.google.com/maps?q=37.9439418;40.1836826"
Gönül Kahvesi;"Bin Evler Mahallesi Hanefi Mahçiçek Bulv. Ciçek Apt. 30/A; 46050 Onikişubat/Kahramanmaraş; Türkiye";'37.5916639;'36.8690027;"https://www.google.com/maps?q=37.5916639;36.8690027"
Gönül Kahvesi;"Turgut Özal; Fahri Kayahan Blv. 55-2; 44090 Malatya Merkez/Malatya; Türkiye";'38.3366154;'38.275728;"https://www.google.com/maps?q=38.3366154;38.275728"
Gönül Kahvesi 17 Burda Avm;"Barbaros Mh; Burda AVM; Atatürk Cd. No:207 17; 17020 Canakkale Merkez/Canakkale; Türkiye";'40.1249169;'26.4107445;"https://www.google.com/maps?q=40.1249169;26.4107445"
Gönül Kahvesi Forum Aydın;"Orta; Mh. No: AVM GF Blok No:; Müze Blv. No:10; 09010 Aydin Merkez/Aydin; Türkiye";'37.8461467;'27.8608166;"https://www.google.com/maps?q=37.8461467;27.8608166"
Gönül Kahvesi Giresun;"Citlakkale; Atatürk Blv. No:103; 28200 Giresun Merkez/Giresun; Türkiye";'40.9090764;'38.368744;"https://www.google.com/maps?q=40.9090764;38.368744"
Gönül Kahvesi NOVADA PARK;"Şanliurfa Novada Park AVM Bamyasuyu Mahallesi; No:139 Avm FF-1 Blok 01/A; 63040 Haliliye/Şanliurfa; Türkiye";'37.163957;'38.7952311;"https://www.google.com/maps?q=37.163957;38.7952311"
Gönül Kahvesi Osmanie;"Adnan Menderes; Adnan Menderes Mahallesi 19524. sokak Muhsin Yazicioglu caddesi park 328 civari no; D:5; 80010 Osmaniye Merkez/Osmaniye; Türkiye";'37.0648002;'36.2340226;"https://www.google.com/maps?q=37.0648002;36.2340226"
GREENWİCH CAFE;"Gemilerçekegi mah. GMK bulvari no:35/2 MERKEZ/GİRESUNUN; 28100 Giresun Merkez/Giresun; Türkiye";'40.91507439999990;'38.4026624;"https://www.google.com/maps?q=40.91507439999999;38.4026624"
Greenwich Cafe Kütüphane;"Üniversite; Namik Ciftçi Cd. :127 B Blok Dükkan Numarasi 25; 23200 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6759282;'39.2088451;"https://www.google.com/maps?q=38.6759282;39.2088451"
Greenwich Coffee Trabzon Meydan;"İskenderpaşa; Büyükşehir belediyesi; Otopark No: 17A; 61030 Ortahisar/Trabzon; Türkiye";'41.0050748;'39.7328187;"https://www.google.com/maps?q=41.0050748;39.7328187"
Greenwich CoffeeŞeyh Edebali Üniversitesi;"Pelitözü Mah; Fatih Sultan Mehmet Bulvari No:27; 11230 Hürriyet 2. Osb/Bilecik Merkez/Bilecik; Türkiye";'40.1909066;'29.9688315;"https://www.google.com/maps?q=40.1909066;29.9688315"
Gua Coffee Company Afyon;"Erenler Mahallesi; 2756 Sk. No.2/E Afyon/Merkez; 03100 Erenler/Afyonkarahisar; Türkiye";'38.8148764;'30.5408443;"https://www.google.com/maps?q=38.8148764;30.5408443"
Gua Coffee Company Afyon Triovista;"Triovista AVM; Cumhuriyet Mah; 13. Sok. No:3E Blok; Afyonkarahisar 03000; 03000 Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.7820387;'30.499329;"https://www.google.com/maps?q=38.7820387;30.499329"
Gua Coffee Company Aydın Efeler;"Mimar Sinan; Ali İhsan Paşa Blv. 4/A; 09100 Efeler/Aydin; Türkiye";'37.8518958;'27.8090727;"https://www.google.com/maps?q=37.8518958;27.8090727"
Gua Coffee Company Balıkesir;"Kasaplar; Soma Cd. 31 A; 10100 Balikesir Merkez; 10100 Merkez/Balikesir; Türkiye";'39.6384514;'27.8805837;"https://www.google.com/maps?q=39.6384514;27.8805837"
Gua Coffee Company Batman;"Gültepe; Demokrasi Blv. Petrol city avm No:7200 D:60/185 Kat -1; 72000 Batman Merkez/Batman; Türkiye";'37.9201297;'41.1351434;"https://www.google.com/maps?q=37.9201297;41.1351434"
Gua Coffee Company Iğdır;"Topçular; Vali Konagi Yolu Cd. No:43 D:b; 76000 Igdir Merkez; 76000 Igdir Merkez/Igdir; Türkiye";'39.92516639999990;'44.0375746;"https://www.google.com/maps?q=39.92516639999999;44.0375746"
GUA Coffee Company Isparta;"Fatih; Ertokuş Cd. No:2 İç Kapi No:1; 32100 MERKEZ/Isparta; Türkiye";'37.7834309;'30.5451383;"https://www.google.com/maps?q=37.7834309;30.5451383"
Gua Coffee Company Konya;"Havzan; Şehir Cd. No:13/B; 42000 Meram/Konya; Türkiye";'37.8649136;'32.4621522;"https://www.google.com/maps?q=37.8649136;32.4621522"
Gua Coffee Company Kütahya;"Yildirim Beyazit; Vadi Sk. no: 1A D:1B; 43020 Kütahya Merkez/Kütahya; Türkiye";'39.4240697;'29.990389;"https://www.google.com/maps?q=39.4240697;29.990389"
Gua Coffee Company Muş;"Sunay; Kurtuluş Cd. No:21; 49100 Muş Merkez/Muş; Türkiye";'38.746508;'41.50325;"https://www.google.com/maps?q=38.746508;41.50325"
GUA Coffee Company Özlüce Bursa;"Özlüce; 29 Ekim Mah; 409. Sk. No: 3/A; 16130 NiÌ‡lüfer/Bursa; Türkiye";'40.2236541;'28.9130491;"https://www.google.com/maps?q=40.2236541;28.9130491"
Gua Coffee Company Uşak;"Cumhuriyet; Atapark Mey No:3 İç kapi no:5; 64200 Merkez/Uşak; Türkiye";'38.6686896;'29.401613;"https://www.google.com/maps?q=38.6686896;29.401613"
Harput Coffee Shop Malatya;"Kernek mah. Şehit Hamit Fendoglu cad Pekşen Apartmani Alti; No 5B; 44000 Battalgazi; Türkiye";'38.3456839;'38.3246085;"https://www.google.com/maps?q=38.3456839;38.3246085"
Harput Dibek Coffee Shop & Cafe Otogar;"Firat; Mezopotamya Blv; 21070 Kayapinar/Diyarbakir; Türkiye";'37.9283898;'40.1335995;"https://www.google.com/maps?q=37.9283898;40.1335995"
Harput Dibek Hazardağlı;"Cumhuriyet; Hazardagli Kavşagi; İkiz Kuleler Alti; Acem Gülü Sk. No:28; 23040 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6669184;'39.1764941;"https://www.google.com/maps?q=38.6669184;39.1764941"
Harput Dibek Kahve;"Cami Nebi; 21300 Sur/Diyarbakir; Türkiye";'37.914587;'40.2370471;"https://www.google.com/maps?q=37.914587;40.2370471"
Harput Dibek Kahvesi;"Yusufpaşa; Sarayönü Cd. No:55; 63200 Eyyübiye/Şanliurfa; Türkiye";'37.15383449999990;'38.7909893;"https://www.google.com/maps?q=37.15383449999999;38.7909893"
Heffalumb Coffee;"Gap; Avukat Sedat Özevin Cd; 72070 Batman Merkez/Batman; Türkiye";'37.9002735;'41.1323716;"https://www.google.com/maps?q=37.9002735;41.1323716"
Heffalump Coffe Siirt;"Kooperatif; 1758. Sk. No:23; 56100 Siirt Merkez/Siirt; Türkiye";'37.9393117;'41.9363216;"https://www.google.com/maps?q=37.9393117;41.9363216"
Heffalump Coffee;"Külhan; Kemal Kaynaş Cd. 74/A; 70030 Karaman Merkez/Karaman; Türkiye";'37.1854235;'33.2146035;"https://www.google.com/maps?q=37.1854235;33.2146035"
Heffalump Coffee Eskişehir;"Akarbaşi; Şht. Yüzbaşi Tuncer Güngör Cd. No:1; 26020 Odunpazari/Eskişehir; Türkiye";'39.7627306;'30.51473459999990;"https://www.google.com/maps?q=39.7627306;30.51473459999999"
Heffalump coffee Mersin sahil;"Viranşehir; Yali apt; 34301. Sk. No:26; 33200 Mezitli/Mersin; Türkiye";'36.7493762;'34.5463183;"https://www.google.com/maps?q=36.7493762;34.5463183"
HEIRLOOM COFFEE;Ø®Ù„Ù;'18.2730628;'42.7204139;"https://www.google.com/maps?q=18.2730628;42.7204139"
Heirloom;"219 S West St; Raleigh; NC 27603; United States";'35.7775962;'-7.86459648;"https://www.google.com/maps?q=35.7775962;-78.6459648"
Heirloom;"31 Center St; Weston; MA 02493; United States";'42.3666924;'-7.130076729999990;"https://www.google.com/maps?q=42.3666924;-71.30076729999999"
Heirloom Cafe;"Kuloglu; Güllabici Sk. No:16; 34433 Beyoglu/İstanbul; Türkiye";'41.0323671;'28.98237749999990;"https://www.google.com/maps?q=41.0323671;28.98237749999999"
Heirloom Cafe and Market;"Kuloglu; Adile Naşit Sk. No:6; 34433 Beyoglu/İstanbul; Türkiye";'41.03246499999990;'28.982671;"https://www.google.com/maps?q=41.03246499999999;28.982671"
Heirloom Coffee Roasters;"600 50th Ave; Oakland; CA 94601; United States";'37.7621804;'-1.222147313;"https://www.google.com/maps?q=37.7621804;-122.2147313"
Henry Jones;"Kirtepe; 165. Sk. No:10; 74100 Bartin Merkez/Bartin; Türkiye";'41.6369866;'32.3342324;"https://www.google.com/maps?q=41.6369866;32.3342324"
Henry Jones;"Külhan; 1. İstasyon Cd. No:25; 70100 Karaman Merkez/Karaman; Türkiye";'37.1865545;'33.2140369;"https://www.google.com/maps?q=37.1865545;33.2140369"
HENRY JONES CAFE BOSNA;"Bosna Hersek; Osmanli Cd; Mh No:4; 42250 Selçuklu/Konya; Türkiye";'38.0088665;'32.5210575;"https://www.google.com/maps?q=38.0088665;32.5210575"
KAHVE DERYASI;"Dogu Kent; Ahmet Yesevi Cd No:17/17; 23000 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6865315;'39.2689254;"https://www.google.com/maps?q=38.6865315;39.2689254"
Kahve Deryası;"Gazi; Cölemerk Cd. No:2; 30000 HakkÃ¢ri Merkez/Hakkari; Türkiye";'37.5785051;'43.7341057;"https://www.google.com/maps?q=37.5785051;43.7341057"
Kahve Deryası;"Sevgi; 4586. Sk. No: 49; 35130 Karabaglar/İzmir; Türkiye";'38.3840546;'27.114218;"https://www.google.com/maps?q=38.3840546;27.114218"
Kahve Deryası;"Alibeyli; Dr. Devlet Bahçeli Blv. No:45; 80010 Osmaniye Merkez/Osmaniye; Türkiye";'37.0700367;'36.2461683;"https://www.google.com/maps?q=37.0700367;36.2461683"
Kahve Deryası ( Tatvan Sahil -İşletme Oteli );"Sahil; İşletme Oteli; 13200 Tatvan/Bitlis; Türkiye";'38.4896689;'42.2937353;"https://www.google.com/maps?q=38.4896689;42.2937353"
Kahve Deryası Karabük;"100. Yil; 78050 Karabük Merkez/Karabük; Türkiye";'41.2176774;'32.6674106;"https://www.google.com/maps?q=41.2176774;32.6674106"
KAHVE DERYASI NEF;"Dinkçiler; Soma Cd. 22-26 D:b; 10100 Altieylül/Balikesir; Türkiye";'39.6375943;'27.8803907;"https://www.google.com/maps?q=39.6375943;27.8803907"
Kahve Deryasi;"Sahil; 13200 Tatvan/Bitlis; Türkiye";'38.4952514;'42.2866817;"https://www.google.com/maps?q=38.4952514;42.2866817"
Kahve Diyarı;"Sahil; Sahil Sahil Mh Center Avm; Hayri Sandikçi Sk. No: 15 D:77; 13200 Tatvan/Bitlis; Türkiye";'38.4950674;'42.28754929999990;"https://www.google.com/maps?q=38.4950674;42.28754929999999"
Kahve diyarı;"Hüdavendigar; kent parki; 16090 OsmangaziÌ‡/Bursa; Türkiye";'40.1997766;'29.0012851;"https://www.google.com/maps?q=40.1997766;29.0012851"
Kahve Diyarı;"Numune Evler; Hasan İkiz Cd.; 31600 Dörtyol/Hatay; Türkiye";'36.8351335;'36.2236627;"https://www.google.com/maps?q=36.8351335;36.2236627"
Kahve Diyarı;"Alsancak; Atatürk Cd. 318/A; 35220 Konak/İzmir; Türkiye";'38.435716;'27.1403263;"https://www.google.com/maps?q=38.435716;27.1403263"
Kahve Diyarı;"Akdeniz; Cankaya; Gazi Osman Paşa Blv. No:28; 35210 Konak/İzmir; Türkiye";'38.4246463;'27.1369284;"https://www.google.com/maps?q=38.4246463;27.1369284"
Kahve Diyarı;"Akdeniz Mahallesi; Atatürk Caddesi; Pasaport - Konak No:140; 35210 Konak/İzmir; Türkiye";'38.4278489;'27.1328806;"https://www.google.com/maps?q=38.4278489;27.1328806"
Kahve Diyarı;"İnciralti; İnciralti Cd. No:56/1; 35330 Balçova/İzmir; Türkiye";'38.40618509999990;'27.0360641;"https://www.google.com/maps?q=38.40618509999999;27.0360641"
Kahve Diyarı;"Selvili; 4019/8 Sokak No:1; 35130 Karabaglar/İzmir; Türkiye";'38.3774801;'27.131904;"https://www.google.com/maps?q=38.3774801;27.131904"
Kahve Diyarı;"Bahariye Mahallesi; Doç. Dr. Bahriye Üçok Bulvari; No :4/C; 35600 Karşiyaka; Türkiye";'38.4599357;'27.114933;"https://www.google.com/maps?q=38.4599357;27.114933"
Kahve Diyarı;"Atifbey; 680. Sk. No:12/A; 35410 Gaziemir/İzmir; Türkiye";'38.3158135;'27.1394482;"https://www.google.com/maps?q=38.3158135;27.1394482"
Kahve Diyarı;"100. Yil; 1026. Sk. No:1; 78050 Karabük Merkez/Karabük; Türkiye";'41.2165425;'32.6595895;"https://www.google.com/maps?q=41.2165425;32.6595895"
Kahve Diyarı;"Karakaş; İstasyon Cd.; 39000 Kirklareli Merkez/Kirklareli; Türkiye";'41.7314771;'27.2152164;"https://www.google.com/maps?q=41.7314771;27.2152164"
Kahve Diyarı;"Aşagi Kayabaşi Mahallesi Kapicioglu Sokak Atatürk Bulvari; Özdemirler Sitesi İç Yolu No:22/A; 51200 Nigde Merkez/Nigde; Türkiye";'37.9627261;'34.6561206;"https://www.google.com/maps?q=37.9627261;34.6561206"
Kahve Diyarı;"Toptepe; Lovelet AVM; Haci Mansur Sk. No: 1; 55080 Canik/Samsun; Türkiye";'41.2640192;'36.3772646;"https://www.google.com/maps?q=41.2640192;36.3772646"
Kahve Diyarı;"Sarayalti; Gazi Blv. Yanyolu No:163; 64400 Uşak Merkez/Uşak; Türkiye";'38.6769672;'29.441658;"https://www.google.com/maps?q=38.6769672;29.441658"
Kahve Diyarı;"No:29/A Kinikli Mahallesi; 20160 Denizli Merkez/Denizli; Türkiye";'37.7494983;'29.090846;"https://www.google.com/maps?q=37.7494983;29.090846"
Kahve Diyarı Bucakoop;"Buca Koop.; 206/5. Sk. No:140-142/A; 35390 Buca/İzmir; Türkiye";'38.3679174;'27.1791585;"https://www.google.com/maps?q=38.3679174;27.1791585"
Kahve diyarı çanakkale;"Kemalpaşa; Carşi Cd. No:25 Iç Kapi:1; 17017 Canakkale Merkez/Canakkale; Türkiye";'40.1484801;'26.4006427;"https://www.google.com/maps?q=40.1484801;26.4006427"
Kahve diyarı Hatay yanında;"Esenyali; İnönü Cd. 659A; 35160 Karabaglar/İzmir; Türkiye";'38.39285599999990;'27.0877682;"https://www.google.com/maps?q=38.39285599999999;27.0877682"
KAHVE DİYARI MARDİN;"Ravza caddesi akkent Sitesi no:8 D4 BLOK; 47200 Artuklu/Mardin; Türkiye";'37.3203738;'40.7198315;"https://www.google.com/maps?q=37.3203738;40.7198315"
Kahve Diyarı Plus;"Konak; Cumhuriyet Blv No:28; 35250 Konak/İzmir; Türkiye";'38.4211677;'27.1303161;"https://www.google.com/maps?q=38.4211677;27.1303161"
KAHVE DİYARI SELF SERVİS;"Kültür; Spor Sk. No:20; 81100 Düzce Merkez/Düzce; Türkiye";'40.8408009;'31.1569163;"https://www.google.com/maps?q=40.8408009;31.1569163"
Kahve Diyarı Yanında;"Keklik Pinari; 906. Sk. 1071 Manzara Konutlari No:3 İç Kapi/13; 06450 Cankaya/Ankara; Türkiye";'39.8666534;'32.8214302;"https://www.google.com/maps?q=39.8666534;32.8214302"
Kahve Diyarı Yanında - Adana;"Kişla; DR.MİTHAT ÖZSAN BULVARI; 4522 SK NO:1; 01230 Yüregir/Adana; Türkiye";'37.0275537;'35.3468401;"https://www.google.com/maps?q=37.0275537;35.3468401"
Kahve Diyarı Yanında - Folkart Vega;"Halkapinar; Mürselpaşa Blv. no: 166 D:1E; 35170 Konak/İzmir; Türkiye";'38.4334365;'27.1613789;"https://www.google.com/maps?q=38.4334365;27.1613789"
Kahve Diyarı YANINDA - Narlıdere;"Camtepe; Mithatpaşa Cd. no:245/C; 35320 Narlidere/İzmir; Türkiye";'38.3941133;'27.0102582;"https://www.google.com/maps?q=38.3941133;27.0102582"
Kahve Diyarı&Seriköz Hookah;"Atifbey; Gazi Atatürk Blv. 27 A; 35410 Gaziemir/İzmir; Türkiye";'38.316023;'27.1360931;"https://www.google.com/maps?q=38.316023;27.1360931"
Kahve Diyarıİzmit;"Karabaş; Şahabettin Bilgisu Cd. No:18; 41040 İzmit/Kocaeli; Türkiye";'40.76277229999990;'29.9321881;"https://www.google.com/maps?q=40.76277229999999;29.9321881"
Kahve Diyari;"Fabrikalar; ÖzdilekPark AVM; Fikri Erten Cd. No:22; 07090 Kepez/Antalya; Türkiye";'36.9103056;'30.67852559999990;"https://www.google.com/maps?q=36.9103056;30.67852559999999"
Kahve Diyari;"Gap Turgut Özal Bulv; Gap; Park No:315/B; 72070 Batman Merkez/Batman; Türkiye";'37.9037368;'41.1313064;"https://www.google.com/maps?q=37.9037368;41.1313064"
Kahve Diyari;"Burç; No:; İstasyon Cd. No:7; 15200 Burdur Merkez/Burdur; Türkiye";'37.7194222;'30.2818006;"https://www.google.com/maps?q=37.7194222;30.2818006"
Kahve Diyari;"Anayazi; 31001 Antakya/Hatay; Türkiye";'36.3262808;'36.19880089999990;"https://www.google.com/maps?q=36.3262808;36.19880089999999"
Kahve Diyari;"Ortakapi; Gazi Ahmet Muhtar Paşa Cd. No:44; 36000 Kars Merkez/Kars; Türkiye";'40.6053761;'43.0945657;"https://www.google.com/maps?q=40.6053761;43.0945657"
Kahve Dukkani;"Emirler; Bagdat Cad. Podium Alişveriş Merkezi No:6; 71450 Yahşihan/Kirikkale; Türkiye";'39.8492052;'33.4550114;"https://www.google.com/maps?q=39.8492052;33.4550114"
Kahve dukkani avlu;"Gümüsçesme; avlu avm; 8054. Sok no/38; 10100 Altieylül/Balikesir; Türkiye";'39.6516305;'27.9006111;"https://www.google.com/maps?q=39.6516305;27.9006111"
kahve dunyasi;"Engürücük; O-5; 16600 GemliÌ‡k/Bursa; Türkiye";'40.3905308;'29.140323;"https://www.google.com/maps?q=40.3905308;29.140323"
Kahve Dunyasi;"Yenişehir; 20040 Denizli Merkez/Denizli; Türkiye";'37.759923;'29.0433679;"https://www.google.com/maps?q=37.759923;29.0433679"
Kahve Dunyasi;"Eskibaglar; Cidde Sk. No:25; 26170 Tepebaşi/Eskişehir; Türkiye";'39.7821605;'30.5093985;"https://www.google.com/maps?q=39.7821605;30.5093985"
Kahve Dunyasi;"Kültür; Nisbetiye Cd No:56; 34340 Beşiktaş/İstanbul; Türkiye";'41.077222;'29.027866;"https://www.google.com/maps?q=41.077222;29.027866"
Kahve Durağı;"Teyyaredüzü; Boztekke Cd. No:45; 28200; 28200 Giresun Merkez/Giresun; Türkiye";'40.913636;'38.33339;"https://www.google.com/maps?q=40.913636;38.33339"
Kahve Durağı;"Cebrail; 37200 Kastamonu Merkez/Kastamonu; Türkiye";'41.3792519;'33.7782445;"https://www.google.com/maps?q=41.3792519;33.7782445"
Kahve Durağı;"Meydankapi; Fetihbaba Sk. No:2; 57000 Sinop Merkez/Sinop; Türkiye";'42.0265001;'35.1506202;"https://www.google.com/maps?q=42.0265001;35.1506202"
Kahve Durağı (Novada AVM) Ordu;"Şarkiye; Kazim Karabekir Cd. No:40-46; 52100 Altinordu/Ordu; Türkiye";'40.9840898;'37.8821588;"https://www.google.com/maps?q=40.9840898;37.8821588"
Kahve Durağı Bilecik;"İstiklal; Ali Riza Özkay Cd.; 11000 Bilecik Merkez/Bilecik; Türkiye";'40.1427243;'29.9820482;"https://www.google.com/maps?q=40.1427243;29.9820482"
Kahve Durağı Iğdır;"Baglar Mh. Vali Konagi Yolu Cd. Ahmet Ertaş Apt; No:68C; 76000 Igdir Merkez/Igdir; Türkiye";'39.927475;'44.0346297;"https://www.google.com/maps?q=39.927475;44.0346297"
Kahve Durağı Manisa Anemon;"1. Anafartalar; Mahallesi; Hükümet Cd. 71/E; 45000 Şehzadeler/Manisa; Türkiye";'38.61467;'27.433687;"https://www.google.com/maps?q=38.61467;27.433687"
Kahve Durağı Muş;"Kultur Mah. Istasyon Cad. Toplu Is Hani Zemin Kat No:1-2; 32767; Türkiye";'38.7391781;'41.4947295;"https://www.google.com/maps?q=38.7391781;41.4947295"
Kahve Durağı Siirt;"Yeni; Cengiz Topel Cd.; 56100 Siirt Merkez/Siirt; Türkiye";'37.9387057;'41.9434062;"https://www.google.com/maps?q=37.9387057;41.9434062"
Kahve Dükanı;"Bagdat Caddesi No:2;Bayraktepe Mahallesi; 71100; Kirikkale; Türkiye";'39.8561102;'33.4823299;"https://www.google.com/maps?q=39.8561102;33.4823299"
Kahve Dükkanı;"Kizilay; Atatürk Blv No:2 B-2; 06590 Cankaya/Ankara; Türkiye";'39.9216522;'32.8534169;"https://www.google.com/maps?q=39.9216522;32.8534169"
