isim;adres;latitude;longitude;google_maps_link
Gloria Jean's Coffees;"Maslak; SPİNE TOWER; Büyükdere Cd. NO:243/21; 34485 Sariyer/İstanbul; Türkiye";'41.1109473;'29.0236385;"https://www.google.com/maps?q=41.1109473;29.0236385"
Gloria Jean's Coffees;"Demirtaş Dumlupinar Mah. İstanbul Yolu 9. Km. No: As Outlet; 16245 OsmangaziÌ‡/Bursa; Türkiye";'40.2558944;'29.0624258;"https://www.google.com/maps?q=40.2558944;29.0624258"
Gloria Jean's Coffees;"Güzelyali; Güzelyali Sitesi; Ugur Mumcu Blv. No:34/A; 01170 Cukurova; Türkiye";'37.0524794;'35.29805810000000;"https://www.google.com/maps?q=37.0524794;35.29805810000001"
Gloria Jean's Coffees;"Yeşilpinar Mah. Şehit Metin Kaya Sok. No: 11 Vialand İsfanbul D: K-42 K: Zemin; 34065 İstanbul; Türkiye";'41.0749333;'28.9228833;"https://www.google.com/maps?q=41.0749333;28.9228833"
Gloria Jean's Coffees;"Akşemsettin Mah. Mustafa Kemal Bulv. No: 8 Kat: Zemin Eyüp Park Alişveriş Merkezi; 34070 İstanbul; Türkiye";'41.0799492;'28.9268422;"https://www.google.com/maps?q=41.0799492;28.9268422"
Gloria Jean's Coffees;"Ziya Gökalp Mah. Süleyman Demirel Cad. No: 7 Mall Of İstanbul D: 79-280 K: 2; 34480 Başakşehir/İstanbul; Türkiye";'41.062333;'28.8081673;"https://www.google.com/maps?q=41.062333;28.8081673"
Gloria Jean's Coffees;"Bahçelievler Mah; Kültür Sok; Kadir Has Avm; No:2; Z01/Z02; Bagmsiz Bölüm; 34180 Bahçelievler/İstanbul; Türkiye";'40.9959217;'28.8641329;"https://www.google.com/maps?q=40.9959217;28.8641329"
Gloria Jean's Coffees;"Beylikdüzü OSB; Bariş; Haramidere Cd.; 34520 Beylikdüzü/İstanbul; Türkiye";'41.0079464;'28.6581659;"https://www.google.com/maps?q=41.0079464;28.6581659"
Gloria Jean's Coffees;"Barbaros Hayrettin Paşa Mah. 1992. Sok. No: 16 Vetro City Sitesi D: 11; 34515 Esenyurt/İstanbul; Türkiye";'41.016383;'28.640363;"https://www.google.com/maps?q=41.016383;28.640363"
Gloria Jean's Coffees;"Tevfik Bey; Armoni Park AVM; Halkali Cd No: 132; 34295 Küçükçekmece/İstanbul; Türkiye";'41.0069516;'28.7978968;"https://www.google.com/maps?q=41.0069516;28.7978968"
Gloria Jean's Coffees;"Merkez; 34381 Şişli/İstanbul; Türkiye";'41.0583223;'28.9860194;"https://www.google.com/maps?q=41.0583223;28.9860194"
Gloria Jean's Coffees;"Beşyol; Birlik Cd. No:2; 34295 Küçükçekmece/İstanbul; Türkiye";'40.9929744;'28.7948912;"https://www.google.com/maps?q=40.9929744;28.7948912"
Gloria Jean's Coffees;"Bahçeşehir 1.Kisim Mah.Doga Parki Cad.No:13-15 LH; 34538 Başakşehir/İstanbul; Türkiye";'41.0653787;'28.6957674;"https://www.google.com/maps?q=41.0653787;28.6957674"
Gloria Jean's Coffees;"Yeşilova; Akdeniz Cd. No:7 No: 1; 34295 Küçükçekmece/İstanbul; Türkiye";'40.9874561;'28.7892997;"https://www.google.com/maps?q=40.9874561;28.7892997"
Gloria Jean's Coffees;"Gültepe; 1012. Sk. No: 4-6; 34295 Küçükçekmece/İstanbul; Türkiye";'40.9888321;'28.7906009;"https://www.google.com/maps?q=40.9888321;28.7906009"
Gloria Jean's Coffees;"Görükle Mah; Atatürk Blv. No: 3; 16285 NiÌ‡lüfer/Bursa; Türkiye";'40.2267505;'28.8451273;"https://www.google.com/maps?q=40.2267505;28.8451273"
Gloria Jean's Coffees;"Veysel Karani Mah; Osmangazi Cad;; Rings İstanbul Avm;No:Z-059; 34885 İstanbul; Türkiye";'40.9735623;'29.2410035;"https://www.google.com/maps?q=40.9735623;29.2410035"
Gloria Jean's Coffees;"Rüzgarlibahçe Mah; Cumhuriyet Cad; No:10; Bagimsiz Bölüm 9; 34805 İstanbul; Türkiye";'41.0949222;'29.0983218;"https://www.google.com/maps?q=41.0949222;29.0983218"
Gloria Jean's Coffees;"Altunizade; Mahir İz Cd. 4-1; 34662 Üsküdar/İstanbul; Türkiye";'41.021017;'29.0395631;"https://www.google.com/maps?q=41.021017;29.0395631"
Gloria Jean's Coffees;"Şahkulu; 34420 Beyoglu/İstanbul; Türkiye";'41.0286047;'28.9747229;"https://www.google.com/maps?q=41.0286047;28.9747229"
Gloria Jean's Coffees;"Kizilirmak; Dumlupinar Blv. Next Level No: 3; 06530 Cankaya/Ankara; Türkiye";'39.911541;'32.812008;"https://www.google.com/maps?q=39.911541;32.812008"
Gloria Jean's Coffees;"Arsia Avm Fatih Sultan Üniversite Caddesi Arsia; 06790 Etimesgut/Ankara; Türkiye";'39.8836781;'32.6561589;"https://www.google.com/maps?q=39.8836781;32.6561589"
Gloria Jean's Coffees;"Mustafa Kemal Mah. 2123. Sok. No: 2 Cepa Alişveriş Merkez K: 1; 06530 Cankaya/Ankara; Türkiye";'39.9100618;'32.7782677;"https://www.google.com/maps?q=39.9100618;32.7782677"
Gloria Jean's Coffees;"Emniyet Mah. Bandirma Sok. Egitim Fakültesi Bosna Binasi No:6 D:1 K:Zemin Gazi Üniversitesi; 06560 Yenimahalle; Türkiye";'39.9421441;'32.8218992;"https://www.google.com/maps?q=39.9421441;32.8218992"
Gloria Jean's Coffees;"Barbaros; Bülten Sk. No:79; 06680 Cankaya/Ankara; Türkiye";'39.9070271;'32.8614375;"https://www.google.com/maps?q=39.9070271;32.8614375"
Gloria Jean's Coffees;"Şirinyali; CarrefourSA; İsmet Gökşen Cd. No: 5; 07230 Muratpaşa/Antalya; Türkiye";'36.8640881;'30.7291592;"https://www.google.com/maps?q=36.8640881;30.7291592"
Gloria Jean's Coffees;"Kültür; 3805. Sk. No:41; 07070 Kepez/Antalya; Türkiye";'36.902127;'30.6529732;"https://www.google.com/maps?q=36.902127;30.6529732"
Gloria Jean's Coffees;"Lalapaşa; Lalapaşa Mah. 1; Terminal Cd. No: 14/A; 25100 Yakutiye/Erzurum; Türkiye";'39.906963;'41.2553069;"https://www.google.com/maps?q=39.906963;41.2553069"
Gloria Jean's Coffees;"Strada Alexandru Vaida Voevod 53B; Cluj-Napoca 400436; Romania";'46.7715299;'23.6257973;"https://www.google.com/maps?q=46.7715299;23.6257973"
Gloria Jean's Coffees;"Serhat Mahallesi; Serhat Mah; Van Park Avm;No:147/1; Cumhuriyet Cd.; 65100 Van M; 65100 İpekyolu/Van; Türkiye";'38.4928489;'43.3934317;"https://www.google.com/maps?q=38.4928489;43.3934317"
Gloria Jean's Coffees;Nicosia 99010;'35.18544;'33.3513832;"https://www.google.com/maps?q=35.18544;33.3513832"
Gloria Jean's Coffees;"Odunluk; Suryapi Marka AVM; Akademi Cd No:6/A; 16110 NiÌ‡lüfer/Bursa; Türkiye";'40.207937;'28.995723;"https://www.google.com/maps?q=40.207937;28.995723"
Gloria Jean's Coffees;"İhsaniye Mah; FSM Bulvari; Orsa Sitesi;No:31/32/33; B Blok; 16130 Bursa; Türkiye";'40.22323799999990;'28.978729;"https://www.google.com/maps?q=40.22323799999999;28.978729"
Gloria Jean's Coffees;"Santral Garaj Mah; Kent Meydani Avm;No:64; Kibris Şehitleri Cd.; 16200 OsmangaziÌ‡/Bursa; Türkiye";'40.19628429999990;'29.0607977;"https://www.google.com/maps?q=40.19628429999999;29.0607977"
Gloria Jean's Coffees;"Camlica; A 16130; Ahmet Taner Kişlali Cd. No:43; 16110 NiÌ‡lüfer/Bursa; Türkiye";'40.228708;'28.9152374;"https://www.google.com/maps?q=40.228708;28.9152374"
Gloria Jean's Coffees;"İhsaniye; Fatih Sultan Mehmet Bulv. Tarhan Sitesi No:44/B D:15; 16130 NiÌ‡lüfer/Bursa; Türkiye";'40.22167;'28.978467;"https://www.google.com/maps?q=40.22167;28.978467"
Gloria Jean's Coffees;"Alipaşa; Trend Arena; Salih Omurtak Cd. No: 15; 59860 Corlu/Tekirdag; Türkiye";'41.1521907;'27.8312628;"https://www.google.com/maps?q=41.1521907;27.8312628"
Gloria Jean's Coffees;"Fabrika Mah. Elazig Bulv. No: 155 Forum Diyarbakir D: F.124 K: 1; 21100 Yenişehir/Diyarbakir; Türkiye";'37.9578608;'40.1846755;"https://www.google.com/maps?q=37.9578608;40.1846755"
Gloria Jean's Coffees;"Citlakkale Mah. İnönü Cad. No: 112 Sabah Alişveriş Merkezi Merkez; 28200 Giresun; Türkiye";'40.9086114;'38.3706022;"https://www.google.com/maps?q=40.9086114;38.3706022"
Gloria Jean's Coffees;"Cumhuriyet; Halaskargazi Cd. No: 99; 34380 Şişli/İstanbul; Türkiye";'41.0534266;'28.9871791;"https://www.google.com/maps?q=41.0534266;28.9871791"
Gloria Jean's Coffees;"Bahçelievler; Ertokuş Cad; İyaş PArk Avm; No:3; Zemin Kat; Bagimsiz Bölüm; No:Z53; Süleyman Demirel Blv.; 32200 Gelendost/Isparta; Türkiye";'37.7822187;'30.5445379;"https://www.google.com/maps?q=37.7822187;30.5445379"
Gloria Jean's Coffees;"Ataköy 7-8-9-10; Airport AVM No:114; 34158 Bakirköy/İstanbul; Türkiye";'40.9919346;'28.8306512;"https://www.google.com/maps?q=40.9919346;28.8306512"
Gloria Jean's Coffees;"2; Bedir Mah Ataseven Cad No: 2 Kent Plaza D: 119 K:; 42100 Selçuklu/Konya; Türkiye";'37.9047323;'32.4951322;"https://www.google.com/maps?q=37.9047323;32.4951322"
Gloria Jean's Coffees;"Arabaci Mah. Eski Kazimpaşa Cad. No: 14 AGORA AVM D: 58 K: Zemin Sokak Nolu Magaza Serdivan; 54100 Adapazari/Sakarya; Türkiye";'40.7752913;'30.3805928;"https://www.google.com/maps?q=40.7752913;30.3805928"
Gloria Jean's Coffees;"Mavişehir Mavi Bahçe Avm No:26 B BLOK Z03; 35540 Karşiyaka/İzmir; Türkiye";'38.4732038;'27.0745256;"https://www.google.com/maps?q=38.4732038;27.0745256"
Gloria Jean's Coffees;"Bahçelievler; Atatürk Blv. No: 20/A; 38280 Talas/Kayseri; Türkiye";'38.693705;'35.544884;"https://www.google.com/maps?q=38.693705;35.544884"
Gloria Jean's Coffees;"Sanayi Mah. Ömer Türkçakal Cad. No: 7 41 Burda D: 28 B K: Zemin; 41040 İzmit/Kocaeli; Türkiye";'40.7567213;'29.9463899;"https://www.google.com/maps?q=40.7567213;29.9463899"
Gloria Jean's Coffees;"Gaybi Efendi Mah. Bekir Avlupinar Cad. No: Laleli Palas Apt. D: 12 Merkez; 43050 Kütahya; Türkiye";'39.4248506;'29.9873756;"https://www.google.com/maps?q=39.4248506;29.9873756"
Gloria Jean's Coffees;ŞİFA MAH. İNÖNÜ CAD. NO:144 E BLOK 61 NOLU BAÄ;'38.3483703;'38.3066683;"https://www.google.com/maps?q=38.3483703;38.3066683"
Gloria Jean's Coffees;"Kemeralti; Alptekin Apt; 56. Sk. No:9; 48700 Marmaris/Mugla; Türkiye";'36.8542886;'28.2704149;"https://www.google.com/maps?q=36.8542886;28.2704149"
Gloria Jean's Coffees;"Aşagi Kayabaşi; Cadde Vitrin Sitesi; Atatürk Blv. No:27/53; 51100 Nigde Merkez/Nigde; Türkiye";'37.96188790000000;'34.6564079;"https://www.google.com/maps?q=37.96188790000001;34.6564079"
Gloria Jean's Coffees;"Müftü; Şimal Avm; 53100 Rize Merkez/Rize; Türkiye";'41.0237648;'40.5328604;"https://www.google.com/maps?q=41.0237648;40.5328604"
Gloria Jean's Coffees;"Fenerbahçe; 34726 Kadiköy/İstanbul; Türkiye";'40.9703542;'29.0384094;"https://www.google.com/maps?q=40.9703542;29.0384094"
Gloria Jean's Coffees;"Altayçeşme; Bagdat Cad. No:224; 34843 Maltepe/İstanbul; Türkiye";'40.9370352;'29.12155809999990;"https://www.google.com/maps?q=40.9370352;29.12155809999999"
Gloria jean's Coffees;"Cankaya; 201. Sk. 35 metre; 63320 Karaköprü/Şanliurfa; Türkiye";'37.2090276;'38.7999886;"https://www.google.com/maps?q=37.2090276;38.7999886"
Gloria Jean's Coffees - Büyükçekmece Sahil;"Fatih; Kordonboyu Cd. Denizkizi Apt No:11 A; 34500 Büyükçekmece/İstanbul; Türkiye";'41.0186075;'28.5861299;"https://www.google.com/maps?q=41.0186075;28.5861299"
Gloria Jean's Coffees - Engomi;"Ayiou Nikolaou 40; Nicosia 1041; Cyprus";'35.1641884;'33.3319206;"https://www.google.com/maps?q=35.1641884;33.3319206"
Gloria Jean's Coffees - Kahramanmaraş;"Haydar Bey; Barbaros Cd. No:48/A; 46050 Onikişubat/Kahramanmaraş; Türkiye";'37.5850155;'36.8697728;"https://www.google.com/maps?q=37.5850155;36.8697728"
Gloria Jean's Coffees / SEFAKÖY;"Kartaltepe; KARTALTEPE MAH. HALKALI CAD. NO:64/1 SEFAKÖY; Halkali Cd NO:64/1; 34295 Küçükçekmece/İstanbul; Türkiye";'41.00111769999990;'28.7976091;"https://www.google.com/maps?q=41.00111769999999;28.7976091"
Gloria Jean's Coffees | Tekirdağ;"Degirmenalti; Prof. Dr. Yilmaz Büyükerşen Cd. NO:13A; 59100 Süleymanpaşa/Tekirdag; Türkiye";'40.9877666;'27.5784325;"https://www.google.com/maps?q=40.9877666;27.5784325"
Gloria Jean's Coffees Acarkent;"Acarlar; 9. Cd. No:58; 34800 Beykoz/İstanbul; Türkiye";'41.1119808;'29.127024;"https://www.google.com/maps?q=41.1119808;29.127024"
Gloria Jean's Coffees Alanya;"Cumhuriyet; Keykubat Blv. No:274/A; 07400 Alanya/Antalya; Türkiye";'36.5422597;'32.0326346;"https://www.google.com/maps?q=36.5422597;32.0326346"
Gloria Jean's Coffees Anadolu Hisarı;"Anadoluhisari mah; Mihrişah Valide Sultan Cd. No:1; 34810 Beykoz/İstanbul; Türkiye";'41.0818083;'29.0680528;"https://www.google.com/maps?q=41.0818083;29.0680528"
Gloria Jean's Coffees Anadolu University;"Yenibaglar; Yilmaz Büyükerşen Blv No:79; 26170 Tepebaşi/Eskişehir; Türkiye";'39.7888144;'30.5064237;"https://www.google.com/maps?q=39.7888144;30.5064237"
Gloria Jean's Coffees Ankara Bahçelievler;"Bahçelievler; 36. Sk. No:34; 06490 Cankaya/Ankara; Türkiye";'39.9249281;'32.8259616;"https://www.google.com/maps?q=39.9249281;32.8259616"
Gloria Jean's Coffees Ankara Metro Mall;"Tunahan; Dumlupinar 30 Agustos Cd.; 06824 Etimesgut/Ankara; Türkiye";'39.9829801;'32.611274;"https://www.google.com/maps?q=39.9829801;32.611274"
Gloria Jean's Coffees Ankara Panora Mall;"Panora Alişveriş ve Yaşam Merkezi Oran; Mahallesi Bulvari; Turan Güneş Blv. No:182; Kudüs Cd. No:3; 06550 Cankaya/Ankara; Türkiye";'39.8487011;'32.8338736;"https://www.google.com/maps?q=39.8487011;32.8338736"
Gloria Jean's Coffees Aqua Florya;"Şenlikköy; Aqua Florya; 34153 Bakirköy/İstanbul; Türkiye";'40.9649035;'28.7983662;"https://www.google.com/maps?q=40.9649035;28.7983662"
Gloria Jean's Coffees Arnavutköy;"Arnavutköy Merkez; Eski Edirne Cd.; 34275 Arnavutköy/İstanbul; Türkiye";'41.1841792;'28.738816;"https://www.google.com/maps?q=41.1841792;28.738816"
Gloria Jean's Coffees ATAKENT;SÖÄ;'41.0203042;'28.7909694;"https://www.google.com/maps?q=41.0203042;28.7909694"
Gloria Jean's Coffees AXİS AVM;"Merkez Mahallesi; Cendere Caddesi; No.:28; AXIS AVM; No.:71; 34406 KÃ¢githane/İstanbul; Türkiye";'41.0865036;'28.9825319;"https://www.google.com/maps?q=41.0865036;28.9825319"
Gloria Jean's Coffees Aydin Adnan Menderes University;"Zafer; 09100 Efeler/Aydin; Türkiye";'37.854709;'27.8534692;"https://www.google.com/maps?q=37.854709;27.8534692"
Gloria Jean's Coffees Bağcılar Meydan;"Sancaktepe; 897. Sk 21-1; 34200 Bagcilar/İstanbul; Türkiye";'41.0353488;'28.8565422;"https://www.google.com/maps?q=41.0353488;28.8565422"
Gloria Jean's Coffees Beşiktaş;"Cihannüma; 34353 Beşiktaş/İstanbul; Türkiye";'41.0441873;'29.006859;"https://www.google.com/maps?q=41.0441873;29.006859"
Gloria Jean's Coffees Beşirli;"Toklu Devlet Sahil Yolu Caddesi No:413:A; 61040 Ortahisar/Trabzon; Türkiye";'40.99724920000000;'39.6778414;"https://www.google.com/maps?q=40.99724920000001;39.6778414"
Gloria Jean's Coffees Beykent;"Pinartepe; Turgut Özal Bv; 34500 Beylikdüzü/İstanbul; Türkiye";'41.0161939;'28.6259061;"https://www.google.com/maps?q=41.0161939;28.6259061"
Gloria Jean's Coffees Burdur;"Burç; İstasyon Cd. no:16; 15200 Burdur Merkez/Burdur; Türkiye";'37.7205302;'30.2821617;"https://www.google.com/maps?q=37.7205302;30.2821617"
Gloria Jean's Coffees City Park Constanta;"Bulevardul Alexandru LÄƒpuÈ™neanu 116C; ConstanÈ›a 900419; Romania";'44.2029991;'28.6311806;"https://www.google.com/maps?q=44.2029991;28.6311806"
Gloria Jean's Coffees Çerkezköy;"İstasyon; cengiz topel caddesi no 111-a; 59500 Cerkezköy/Tekirdag; Türkiye";'41.270201;'28.0182042;"https://www.google.com/maps?q=41.270201;28.0182042"
Gloria Jean's Coffees Çınarcık;"Taşliman; Otel & Gloria Jeans Coffee; Barboros Cd. No :76; 77300 Cinarcik/Yalova; Türkiye";'40.648391;'29.1268282;"https://www.google.com/maps?q=40.648391;29.1268282"
Gloria Jean's Coffees Darıca;"Emek; Fatih Sultan Mehmet Cd. NO:25; 41700 Darica/Kocaeli; Türkiye";'40.79987819999990;'29.368295;"https://www.google.com/maps?q=40.79987819999999;29.368295"
Gloria Jean's Coffees Darülaceze;"H. Rifat Paşa; Yüzer Havuz Sk. No:1 D:2D; 34384 Şişli/İstanbul; Türkiye";'41.0592329;'28.96804239999990;"https://www.google.com/maps?q=41.0592329;28.96804239999999"
Gloria Jean's Coffees Demirörenİstiklal AVM;"Hüseyinaga; İstiklal Cd. No : 50; 34435 Beyoglu/İstanbul; Türkiye";'41.0350106;'28.9800216;"https://www.google.com/maps?q=41.0350106;28.9800216"
Gloria Jean's Coffees Diyarbakır Cadde 75;"D.BAKIR; Mezopotamya Mah.Mahabad Blv.Pia Perla Sitesi A/Blok No:40 AA; Kayapinar Cd.; 21070 Kayapinar/Diyarbakir; Türkiye";'37.9455992;'40.1608069;"https://www.google.com/maps?q=37.9455992;40.1608069"
Gloria Jean's Coffees Eker Meydan;"Camlica; Eker Meydan Gloria Jean's Coffees; Lefkoşe Cd. No:76; 16110 NiÌ‡lüfer/Bursa; Türkiye";'40.2026563;'28.9907456;"https://www.google.com/maps?q=40.2026563;28.9907456"
Gloria Jean's Coffees Elazığ;"Cumhuriyet; Park Yirmiüç AVM; 7070; ElÃ¢zig Merkez/Elazig; Türkiye";'38.665493;'39.1745838;"https://www.google.com/maps?q=38.665493;39.1745838"
Gloria Jeans Coffees Emaar;"Ünalan Mahallesi; LİBADİYE CAD. NO:81 Emaar Square AVM Koçtaş önü; Kat:-3; 34700 Üsküdar/İstanbul; Türkiye";'41.0038536;'29.071135;"https://www.google.com/maps?q=41.0038536;29.071135"
Gloria Jean's Coffees Erdemli;"Alata; Erdemoglu Blv.; 33730 Erdemli/Mersin; Türkiye";'36.6073474;'34.3216213;"https://www.google.com/maps?q=36.6073474;34.3216213"
Gloria Jean's Coffees Gemikonağı;"4RPH+HQV Gemikonagi; KKTC";'35.1364375;'32.8294375;"https://www.google.com/maps?q=35.1364375;32.8294375"
Gloria Jean's Coffees Grand Mall;"29 Sherif Khimshiashvili St; Batumi 6000; Georgia";'41.6353537;'41.6074569;"https://www.google.com/maps?q=41.6353537;41.6074569"
Gloria Jeans Coffees Hisarüstü;"Rumeli Hisari; Hisarüstü Nispetiye Caddesi 21/B; 34450 Sariyer/İstanbul; Türkiye";'41.0854186;'29.0469183;"https://www.google.com/maps?q=41.0854186;29.0469183"
Gloria Jean's Coffees Idealist Park;"Madenler; Palandöken Cd. No:2 No:13/1; 34776 Ümraniye/İstanbul; Türkiye";'41.0147738;'29.18106269999990;"https://www.google.com/maps?q=41.0147738;29.18106269999999"
Gloria Jean's Coffees Iğdır;"Baglar; Vali Konagi Karşisi; Şair Fuzuli Sk. No:34C; 76000 Igdir Merkez/Igdir; Türkiye";'39.9244051;'44.0391169;"https://www.google.com/maps?q=39.9244051;44.0391169"
Gloria Jean's Coffees Istanbul Airport Arrival Kiosk;"Tayakadin; Istanbul Arpt; Terminal Caddesi No:1; 34283 Arnavutköy/İstanbul; Türkiye";'41.2576627;'28.74256149999990;"https://www.google.com/maps?q=41.2576627;28.74256149999999"
Gloria Jean's Coffees Iyas Park Bulvar;"MERKEZ; CÜNÜR MAH. 102 CAD. NO:167 BLK:11; 32000; 32100 Merkez/Isparta; Türkiye";'37.7981532;'30.5389497;"https://www.google.com/maps?q=37.7981532;30.5389497"
Gloria Jean's Coffees Kaşmir;"Göksu; KAŞMİR CENTER; 1. TBMM Cd. no:8 D:28; 06820 Etimesgut/Ankara; Türkiye";'39.9894808;'32.64340910000000;"https://www.google.com/maps?q=39.9894808;32.64340910000001"
Gloria Jean's Coffees Kavacık;"Kavacik; Fatih Sultan Mehmet Cd. No:46/2; 34810 Beykoz/İstanbul; Türkiye";'41.0940386;'29.0931433;"https://www.google.com/maps?q=41.0940386;29.0931433"
Gloria Jean's Coffees Lens Istanbul;"Yenişehir; Osmanli Blv. No:3; 34912 Yenişehir/İstanbul; Türkiye";'40.9273563;'29.3109779;"https://www.google.com/maps?q=40.9273563;29.3109779"
Gloria Jean's Coffees Makyol;"Bariş; Makyol Yaşam; Samsun Cd. No: 14/5 Kapi No: 70; 34520 Beylikdüzü/İstanbul; Türkiye";'41.0046072;'28.6547501;"https://www.google.com/maps?q=41.0046072;28.6547501"
Gloria Jean's Coffees Manisa;"Peker; Avni Gemicioglu Cd. No:28A; 45020 Şehzadeler/Manisa; Türkiye";'38.6183331;'27.4287083;"https://www.google.com/maps?q=38.6183331;27.4287083"
Gloria Jean's Coffees Manzara Adalar Kartal;"Karliktepe; Yakacik Cd. No:67/C; 34870 Kartal/İstanbul; Türkiye";'40.8968005;'29.19989199999990;"https://www.google.com/maps?q=40.8968005;29.19989199999999"
Gloria Jean's Coffees Marmara Park;"Güzelyurt; Real; 34515 Esenyurt/İstanbul; Türkiye";'41.01018190000000;'28.6573048;"https://www.google.com/maps?q=41.01018190000001;28.6573048"
Gloria Jean's Coffees Marmara University;"Feneryolu; Gazi Muhtarpaşa Sokagi No:1; 34724; 34724 Kadiköy/İstanbul; Türkiye";'40.9843904;'29.0533069;"https://www.google.com/maps?q=40.9843904;29.0533069"
Gloria Jean's Coffees Mega Mall;"Bulevardul Pierre de Coubertin 3-5; BucureÈ™ti 021901; Romania";'44.4419134;'26.1522654;"https://www.google.com/maps?q=44.4419134;26.1522654"
Gloria Jean's Coffees North Cyprus (Laü);"Gloria Jean's Coffees; North 99770";'35.1292384;'32.8279943;"https://www.google.com/maps?q=35.1292384;32.8279943"
Gloria Jean's Coffees of trabzon;"İRFANLI MAH. HMB ulusoy cad. no:38A; 61861 Of/Trabzon; Türkiye";'40.9423272;'40.2669297;"https://www.google.com/maps?q=40.9423272;40.2669297"
Gloria Jean's Coffees Ordu Hilton;"Akyazi Cd; Yavuz Sultan Selim Cd. No:65A; 52200 Ordu Merkez/Ordu; Türkiye";'40.9838981;'37.9140472;"https://www.google.com/maps?q=40.9838981;37.9140472"
Gloria Jean's coffees Ormanköy;"ormanköy taşdelen; güngören mah. tolgahan sk. no:3 AAH; 34788 Cekmeköy/İstanbul; Türkiye";'41.0244012;'29.2161889;"https://www.google.com/maps?q=41.0244012;29.2161889"
Gloria Jean's Coffees Osmaniye;"Adnan Menderes; Adnan Menderes Blv. Akçim İş Merkezi D:12/D; 80000 Osmaniye Merkez/Osmaniye; Türkiye";'37.0645157;'36.2357371;"https://www.google.com/maps?q=37.0645157;36.2357371"
Gloria Jean's Coffees Sahrayicedit;"19 Mayis; Atatürk Cd. No:68-1/A; 34736 Kadiköy/İstanbul; Türkiye";'40.9809175;'29.0888338;"https://www.google.com/maps?q=40.9809175;29.0888338"
Gloria Jean's Coffees Sakarya Cadde 54;"Arabacialani; Mehmet Akif Ersoy Cd. No:8/2; 54050 Serdivan/Sakarya; Türkiye";'40.7745596;'30.3653654;"https://www.google.com/maps?q=40.7745596;30.3653654"
Gloria Jean's Coffees Sirkeci;"Hoca Paşa; Hüdavendigar Cd. No:24; 34110 Fatih/İstanbul; Türkiye";'41.013093;'28.9778072;"https://www.google.com/maps?q=41.013093;28.9778072"
Gloria Jean's Coffees Suleyman Demirel University;"Cünür; Süleyman Demirel University; Süleyman Demirel Cd.; 32260 Isparta; Türkiye";'37.8291401;'30.526308;"https://www.google.com/maps?q=37.8291401;30.526308"
Gloria Jean's Coffees Sultanahmet;"Cankurtaran; İshak Paşa Cd. No:30; 34122 Fatih/İstanbul; Türkiye";'41.005781;'28.9822594;"https://www.google.com/maps?q=41.005781;28.9822594"
Gloria Jean's Coffees Trabzon Forum;"Kalkinma Cömlekçi Mah. 100.Yil Parki Yani Forum Avm B-1 Blok No:76; 61080 Ortahisar/Trabzon; Türkiye";'41.00026070000000;'39.7605136;"https://www.google.com/maps?q=41.00026070000001;39.7605136"
Gloria Jean's Coffees Traian;"Bulevardul Unirii 57; BucureÈ™ti 030827; Romania";'44.4265035;'26.1183927;"https://www.google.com/maps?q=44.4265035;26.1183927"
Gloria Jean's Coffees Ümraniye;"Atatürk; Alemdag Cd No:99/A; 34764 Ümraniye/İstanbul; Türkiye";'41.02572809999990;'29.0949868;"https://www.google.com/maps?q=41.02572809999999;29.0949868"
Gloria Jean's Coffees Watermall;"Dörtyol; Turgut Özal Caddesi No:38; 03218 Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.7896461;'30.4591355;"https://www.google.com/maps?q=38.7896461;30.4591355"
Gloria Jean's Coffees Yomra;"Kaşüstü; DEVLET KARAYOLU CAD NO29 İC KAPI:1; 61290 Yomra/Trabzon; Türkiye";'40.9643461;'39.8388151;"https://www.google.com/maps?q=40.9643461;39.8388151"
Gloria Jean's Coffees Ziyapaşa;"Kurtuluş; 64019. Sk; 01130 Seyhan/Adana; Türkiye";'37.0007543;'35.3220002;"https://www.google.com/maps?q=37.0007543;35.3220002"
Gloria Jean's CoffeesŞile;"Kumbaba; Kumbaba Cd. No:32A; 34980 Şile/İstanbul; Türkiye";'41.1639457;'29.5839322;"https://www.google.com/maps?q=41.1639457;29.5839322"
Gloria Jeans CoffeesŞişli;"Merkez; Darülaceze Cd. 10 A; 34360 Şişli/İstanbul; Türkiye";'41.0640428;'28.9827752;"https://www.google.com/maps?q=41.0640428;28.9827752"
Gloria Jeans Coffes Lavender;"Eyüp Sultan; Eyüp Sultan Mh. Sekmen Caddesi; Deha Cd No:2 D:34885; 34885 Sancaktepe/İstanbul; Türkiye";'40.9771696;'29.2373839;"https://www.google.com/maps?q=40.9771696;29.2373839"
Gloria Jeans Corner Ordu;"Cumhuriyet; Mustafa Kemal Blv. No:319; 52010 Gülyali/Ordu; Türkiye";'40.9769686;'37.9748184;"https://www.google.com/maps?q=40.9769686;37.9748184"
Gloria Jeans Dörtyol;"Numune Evler; 103 nolu sokak no 8; 31600 Dörtyol/Hatay; Türkiye";'36.8355126;'36.216342;"https://www.google.com/maps?q=36.8355126;36.216342"
Gloria Jean's Düzce;"Kültür; Mehmet Nazim Sk. No:7; 81100 Düzce Merkez/Düzce; Türkiye";'40.8414931;'31.1536585;"https://www.google.com/maps?q=40.8414931;31.1536585"
